full_title;link;location;start_day;start_month;start_year;end_day;end_month;end_year;tags;site;cd_day;cd_month;cd_year
Princeton Phonology Forum;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353916;Princeton, NJ;5;3;2019;6;3;2019;Phonetics, Phonology;None;None;None;None
Princeton Symposium on Syntactic Theory 2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351596;Princeton, NJ;5;3;2019;6;3;2019;Syntax;None;None;None;None
Querencias II Conference on Hispanic and Portuguese Literatures, Cultural Studies, and Linguistics;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344356;Albuquerque, New Mexico;12;3;2019;13;3;2019;General Linguistics, Language Acquisition, Ling &amp, Literature;None;22;0;2019
Seniors, Foreign Caregivers, Families, Institutions: Linguistic and Multidisciplinary Perspectives;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355476;Varese;9;3;2019;10;3;2019;Applied Linguistics, Discourse Analysis, Sociolinguistics, Text/Corpus Linguistics, Translation;http://www.uninsubria.eu/seniors2019;30;10;2018
Sluicing and Ellipsis at 50;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=339636;Chicago, IL;12;3;2019;13;3;2019;Morphology, Pragmatics, Psycholinguistics, Semantics, Syntax;https://voices.uchicago.edu/sluicingat50/;15;10;2018
Symposium for American Indian Languages - SAIL;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356136;Tucson, AZ;12;3;2019;13;3;2019;Applied Linguistics, General Linguistics, Historical Linguistics, Language Documentation, Sociolinguistics;https://sail.sites.arizona.edu/;15;0;2019
The North American Research Network in Historical Sociolinguistics at KFLC: The Languages, Literatures, and Cultures Conference;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348396;Lexington, Kentucky;11;3;2019;13;3;2019;Historical Linguistics, Sociolinguistics, Text/Corpus Linguistics;http://narnihs.org/;26;10;2018
The Scarlet Letters: Taboos of Language and Literature in the Contemporary Age;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=336756;Padova;9;3;2019;10;3;2019;Ling &amp, Literature, Linguistic Theories;None;31;9;2018
Typology of Small-scale Multilingualism;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348576;Lyon;15;3;2019;17;3;2019;Anthropological Linguistics, Sociolinguistics, Typology;https://ilcl.hse.ru/smallscale/;15;11;2018
UNC Linguistics Spring Colloquium 2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350656;Chapel Hill, NC;6;3;2019;6;3;2019;General Linguistics;http://linguistics.unc.edu/spring-colloquium/;1;1;2019
Uniting Gender Research;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355676;TromsØû;4;3;2019;5;3;2019;Language Acquisition, Linguistic Theories, Morphology, Psycholinguistics, Syntax;http://site.uit.no/lava/unitegen/;20;0;2019
University of Hawaii at Hilo Humanities International Conference;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348816;Hilo, Hawaii;26;3;2019;27;3;2019;Anthropological Linguistics, Discipline of Linguistics, Discourse Analysis, Forensic Linguistics, General Linguistics;http://cms.uhh.hawaii.edu/conferences/humanities-international.php;31;0;2019
VIII International Conference on Hispanic Linguistics;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352056;Lisbon;1;3;2019;3;3;2019;Applied Linguistics, General Linguistics, Historical Linguistics, Lexicography, Sociolinguistics;https://jornadasdelinguisticahispanica.letras.ulisboa.pt/;8;11;2018
Voyage au QuØ©bec : auto et hØ©tØ©ro-reprØ©sentations;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346076;Genova;11;3;2019;12;3;2019;Discourse Analysis, Ling &amp, Literature, Pragmatics, Sociolinguistics;http://www.lilec.it/cisq/;15;10;2018
Wissenschaftliche Tagung der Germanistikstudierenden;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356396;Vilnius;26;3;2019;26;3;2019;Ling &amp, Literature;https://www.flf.vu.lt/institutai/bkki/struktura/vfk/91-lt/struktura/institutai/bkki/vfk/3216-wissenschaftliche-tagung-der-germanistikstudierenden-2019;15;1;2019
Words as a Battlefield: Persuasion in Contemporary Political and Media Discourse;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354316;Maribor;5;3;2019;6;3;2019;Applied Linguistics, Discourse Analysis, Pragmatics, Sociolinguistics, Text/Corpus Linguistics;https://wab2019.weebly.com;7;0;2019
Workshop on Arabic and Language Analysis in Asylum Procedures;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352297;London;9;3;2019;9;3;2019;Forensic Linguistics;https://www.soas.ac.uk/acilc/;21;11;2018
Workshop on Complex Predicates in the Iranian Languages;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350676;Tucson, AZ;18;3;2019;18;3;2019;General Linguistics;None;None;None;None
"XIII International Conference on Foreign Languages, Communication and Culture (WEFLA) &amp; XIII International Seminar on Canadian Studies (Secan)";https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344836;Holguin;24;3;2019;26;3;2019;Applied Linguistics;https://wefla2019.sciencesconf.org/;28;1;2019
13th International Conference on Computational Semantics;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347396;Gothenburg;23;4;2019;27;4;2019;Computational Linguistics, Semantics;https://sites.google.com/view/iwcs2019/home;15;0;2019
14th Cambridge Italian Dialect Syntax-Morphology Meeting;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=357036;Prague;27;4;2019;29;4;2019;Morphology, Syntax;http://cidsm.ff.cuni.cz;28;1;2019
14th Nilo-Saharan Linguistics Conference;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=338257;Vienna;29;4;2019;1;5;2019;Anthropological Linguistics, Genetic Classification, Morphology, Phonology, Syntax;None;31;7;2018
16th EALTA Conference ''Transitions in Language Assessment'';https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348156;Dublin;31;4;2019;2;5;2019;Applied Linguistics;https://www.ucd.ie/alc/ealta2019/;30;10;2018
17th Conference on British and American Studies;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352496;Brasov;10;4;2019;11;4;2019;Applied Linguistics, Computational Linguistics, General Linguistics, Language Acquisition, Sociolinguistics;https://anglistica.unitbv.ro/;25;3;2019
17th International Conference on Minority Languages;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=334636;Leeuwarden, Friesland;22;4;2019;24;4;2019;Sociolinguistics;http://www.icml.eu;1;9;2018
22nd Annual Workshop on American Indigenous Languages;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351436;Santa Barbara, California;10;4;2019;11;4;2019;Language Documentation;None;23;1;2019
24th Workshop on the Structure and Constituency of the Languages of the Americas;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347596;College Park, Maryland;9;4;2019;11;4;2019;General Linguistics, Language Documentation, Linguistic Theories, Sociolinguistics, Typology;https://sites.google.com/view/wscla2019/;14;11;2018
29th Colloquium on Generative Grammar;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350736;Ciudad Real;22;4;2019;24;4;2019;General Linguistics, Historical Linguistics, Linguistic Theories, Syntax, Typology;http://eventos.uclm.es/25769/detail/29th-colloquium-on-generative-grammar.html;7;0;2019
29th Meeting of Southeast Asian Linguistics Society;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352876;Tokyo;27;4;2019;29;4;2019;General Linguistics;https://sealsxxix.wixsite.com/seals29;31;0;2019
2nd Conference on Language, Data and Knowledge;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=339256;Leipzig;20;4;2019;22;4;2019;Applied Linguistics, Computational Linguistics, Language Documentation, Lexicography, Text/Corpus Linguistics;http://2019.ldk-conf.org/;11;0;2019
31st International Conference on Foreign/Second Language Acquisition;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346817;Szczyrk;16;4;2019;18;4;2019;Sociolinguistics;http://www.icfsla.us.edu.pl;31;0;2019
33rd International Conference of the Croatian Applied Linguistics Society: Meaning in Language - From Individual to Collective;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344016;Rijeka;16;4;2019;18;4;2019;Applied Linguistics;http://hdpl.hdpl.hr/home;15;10;2018
36th International Conference on English Language Teaching and Learning;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352116;Taichung;17;4;2019;18;4;2019;Applied Linguistics, General Linguistics;https://etra.thu.edu.tw;15;0;2019
3rd Dynamic Syntax Conference;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349776;Valletta;16;4;2019;17;4;2019;Computational Linguistics, Linguistic Theories, Pragmatics, Semantics, Syntax;https://sites.google.com/view/thirddsconf/;4;1;2019
49th Linguistic Symposium on Romance Languages;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=342296;Athens;1;4;2019;4;4;2019;General Linguistics;https://ling.franklin.uga.edu/symposium/linguistic-symposium;14;11;2018
4th American International Morphology Meeting;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349336;Stony Brook, NY;3;4;2019;5;4;2019;Morphology;https://www.stonybrook.edu/commcms/aimm/;13;0;2019
4th GEN TEFL International Conference;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=338956;Bali;18;4;2019;19;4;2019;Applied Linguistics;http://www.gentefl.org/gen-tefl-2018-registration.html;30;11;2018
50th Annual Conference on African Linguistics;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355816;Vancouver/British Columbia;22;4;2019;26;4;2019;General Linguistics;https://acal50.linguistics.ubc.ca/;21;0;2019
55th Meeting of the Chicago Linguistic Society;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=330156;Chicago, IL;16;4;2019;18;4;2019;General Linguistics;None;16;0;2019
64th Annual Conference of the International Linguistic Association;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352336;Buenos Aires;30;4;2019;1;5;2019;Anthropological Linguistics, Applied Linguistics, Discourse Analysis, General Linguistics, Sociolinguistics;None;1;2;2019
6th International Conference of the English Department, Faculty of Philology, University of Belgrade;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=331836;Belgrade;30;4;2019;1;5;2019;Ling &amp, Literature;http://bells90.fil.bg.ac.rs/;15;0;2019
6th International Conference on English Pronunciation: Issues and Practices;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347816;Skopje;17;4;2019;18;4;2019;Applied Linguistics, Language Acquisition, Phonetics, Phonology, Sociolinguistics;https://sites.google.com/view/epip2019;15;11;2018
6th International Language in Focus Conference;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345016;Dubrovnik;2;4;2019;4;4;2019;General Linguistics;None;None;None;None
7th Conference of The Scandinavian Association for Language and Cognition;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=339576;Aarhus;22;4;2019;24;4;2019;Cognitive Science;http://events.au.dk/SALC7;1;10;2018
8th International Conference on Narrative and Language Studies;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344036;Trabzon;2;4;2019;3;4;2019;Applied Linguistics, Ling &amp, Literature;http://conference.nalans.com/;15;3;2019
ABRALIN50;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=331316;MaceiØ∂. Alagoas;2;4;2019;9;4;2019;Discipline of Linguistics, General Linguistics;None;None;None;None
Annual Conference of the Institute for Bulgarian Language;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356696;Sofia;15;4;2019;15;4;2019;Computational Linguistics, General Linguistics, Historical Linguistics, Lexicography, Sociolinguistics;http://ibl.bas.bg/en/confibl2019/;15;1;2019
Approaches to Digital Discourse Analysis 2;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=329216;Turku;23;4;2019;25;4;2019;Discourse Analysis, Pragmatics, Sociolinguistics;https://adda2.wordpress.com/;30;10;2018
Asian Conference on Language Learning 2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353596;Tokyo;16;4;2019;18;4;2019;Applied Linguistics, Language Acquisition, Pragmatics, Psycholinguistics, Text/Corpus Linguistics;https://acll.iafor.org/;12;2;2019
Austronesian Formal Linguistics Association 26;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345896;London, Ontario;24;4;2019;26;4;2019;General Linguistics;https://www.uwo.ca/linguistics/afla26/index.html;14;11;2018
CHINED VII: 7th edition of the Conference on Historical News Discourse;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=341377;Barcelona;23;4;2019;24;4;2019;Discourse Analysis, Historical Linguistics, Sociolinguistics;None;10;11;2018
Complement, Complementation, Completeness: From Gaps to Completion;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349756;Bordeaux;25;4;2019;26;4;2019;Discourse Analysis, Linguistic Theories, Morphology, Semantics, Syntax;https://cerlicoasso.wordpress.com/;5;10;2018
Deutscher Sprachgebrauch im 18. Jahrhundert: SprachmentalitØ_t, Sprachwirklichkeit, Sprachreichtum;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=337576;EichstØ_tt;9;4;2019;10;4;2019;Historical Linguistics, Sociolinguistics;http://www.ku.de/slf/germanistik/deutschsprawi/tagungen-und-workshops/deutscher-sprachgebrauch-im-18-jahrhundert-sprachmentalitaet-sprachwirklichkeit-sprachreichtum/;31;9;2018
Discourse Markers in Romance Languages 6;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347116;Bergamo;29;4;2019;31;4;2019;Discourse Analysis, Pragmatics;https://disrom6.unibg.it/home;10;10;2018
E-Dictionaries and E-Lexicography;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=333256;Zagreb;10;4;2019;11;4;2019;Lexicography, Text/Corpus Linguistics;None;None;None;None
ELTU Conference 2019: Alternative Approaches to English Language Learning and Teaching;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=335056;Hong Kong;27;4;2019;28;4;2019;Applied Linguistics, Discourse Analysis, General Linguistics, Language Acquisition;http://www.eltu.cuhk.edu.hk/conference2019;31;11;2018
Ethnographies of Academic Writing: Research and Pedagogy;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356296;Zaragoza;16;4;2019;17;4;2019;Applied Linguistics;https://genresandlanguages.org/en/conference;20;0;2019
Euro-American Relations in the Age of Globalization: Risks and Opportunities;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346156;Turin;6;4;2019;6;4;2019;Discourse Analysis;None;13;0;2019
Formal Approaches to Slavic Linguistics 28;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349297;Stony Brook, NY;3;4;2019;5;4;2019;General Linguistics;https://www.stonybrook.edu/commcms/fasl/;13;0;2019
Generative Linguistics in the Old World 42;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=331217;Oslo;7;4;2019;11;4;2019;General Linguistics, Morphology, Phonology, Semantics, Syntax;http://glowlinguistics.org/42;2;10;2018
Germanic Linguistics Annual Conference;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343016;Iowa City, Iowa;3;4;2019;4;4;2019;General Linguistics, Historical Linguistics;http://glac2019.weebly.com/;1;1;2019
Germanic Sandwich 2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348496;Amsterdam;23;4;2019;24;4;2019;Applied Linguistics, General Linguistics, Language Acquisition, Psycholinguistics, Typology;http://www.meertens.knaw.nl/germanicsandwich2019/;15;0;2019
HISPhonCog 2019: Hanyang International Conference on Phonetics and Cognitive Sciences of Language 2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=357256;Seoul;24;4;2019;25;4;2019;Cognitive Science, Neurolinguistics, Phonetics, Phonology;http://site.hanyang.ac.kr/web/hisphoncog;10;2;2019
Interactional Competences and Practices in a Second Language;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=339916;VØ_sterØŸs;29;4;2019;31;4;2019;Applied Linguistics, Discourse Analysis, Language Acquisition, Pragmatics, Sociolinguistics;http://mdh.se/forskning/event/icop-l2;18;10;2018
Interdisciplinary Studies on Pragmatics and Oral Discourse;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355096;Salamanca;15;4;2019;17;4;2019;Applied Linguistics, Cognitive Science, Discourse Analysis, General Linguistics, Pragmatics;http://diarium.usal.es/congresopdo/;1;1;2019
Joint Biennial Conference of the Dictionary Society of North America and Studies in the History of the English Language;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349356;Bloomington, IN;8;4;2019;11;4;2019;Anthropological Linguistics, Historical Linguistics, History of Linguistics, Lexicography, Ling &amp, Literature;http://dictionarysociety.com/conference/;31;9;2018
Language ‚«í Culture ‚«í Literature: East African Perspective;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356016;Warsaw;23;4;2019;24;4;2019;Cognitive Science, General Linguistics, Ling &amp, Literature;http://www.afrykanistyka.uw.edu.pl/conferences/lcl2019-1;1;0;2019
Languages, Nations, Cultures: Pluricentric Languages in Context(s);https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=333096;Stockholm;22;4;2019;24;4;2019;Anthropological Linguistics, Applied Linguistics, Discourse Analysis, Sociolinguistics;https://www.su.se/svefler/english/international-conference-languages-nations-cultures;15;9;2018
Lavender Languages and Linguistics 26;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=336856;Gothenburg;2;4;2019;4;4;2019;Anthropological Linguistics, Language Acquisition, Pragmatics, Sociolinguistics, Text/Corpus Linguistics;https://lavlang26.wordpress.com;30;10;2018
Manchester Forum in Linguistics;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352836;Manchester;2;4;2019;3;4;2019;General Linguistics;https://mfilconf.co.uk/;27;0;2019
Modification of Complex Predicates Workshop;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353237;DØÄsseldorf;23;4;2019;24;4;2019;Semantics, Syntax;http://frames.phil.uni-duesseldorf.de/mocp2018-workshop/;7;0;2019
Multilingual Childhoods: Education, Policy and Practice;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=332096;Hamar;15;4;2019;16;4;2019;Applied Linguistics;https://eng.inn.no/project-sites/multilingual-childhoods-education-policy-and-practice;30;9;2018
Multilingualism and Otherness;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355056;Nantes;10;4;2019;10;4;2019;Sociolinguistics;https://lling.univ-nantes.fr/agenda/conference-multilingualism-and-otherness--2357396.kjsp;31;0;2019
Multilingual Language Theories and Practices;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=339296;Corfu;9;4;2019;11;4;2019;Applied Linguistics, Language Acquisition, Neurolinguistics, Psycholinguistics, Sociolinguistics;https://mltp2019.wordpress.com;15;0;2019
Negation in Germanic;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344956;Gothenburg;23;4;2019;24;4;2019;General Linguistics, Historical Linguistics, Morphology, Semantics, Syntax;None;15;0;2019
On Person and Perspective - A workshop honoring the work of Maria Luisa Zubizarreta;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344436;Los Angeles;3;4;2019;4;4;2019;General Linguistics, Historical Linguistics, Language Acquisition, Semantics, Syntax;http://person-perspective.weebly.com;15;0;2019
Parameters Workshop in Honour of Lisa Travis;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349317;Montreal, Quebec;17;4;2019;18;4;2019;Language Acquisition, Linguistic Theories, Morphology, Semantics, Syntax;https://lingconf.com/parameters/;14;11;2018
Punctuation Seen internationally: System - Norm - Practices;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=326956;Regensburg/Germany;3;4;2019;4;4;2019;Sociolinguistics, Syntax, Writing Systems;http://www.uni-regensburg.de/sprache-literatur-kultur/germanistik-sw-1/tagungen/index.html;30;5;2018
Reported Discourse across Languages and Cultures;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346616;Villejuif (Paris);22;4;2019;23;4;2019;Anthropological Linguistics, Discourse Analysis, General Linguistics, Text/Corpus Linguistics, Typology;https://sites.google.com/view/speechreporting/calls-and-openings?authuser=0;30;10;2018
Researching Metaphor ‚«í Cognitive and Other;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=338896;Genoa;13;4;2019;15;4;2019;Cognitive Science, Linguistic Theories, Neurolinguistics, Psycholinguistics, Semantics;http://www.lcm.unige.it/CALL/?op=cfp;31;0;2019
SECOL 2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346136;Boca Raton, Florida;28;4;2019;2;5;2019;General Linguistics;http://SECOL2019.com;1;11;2018
Semantics and Linguistic Theory;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345296;Los Angeles, CA;17;4;2019;19;4;2019;Philosophy of Language, Pragmatics, Semantics;http://salt.linguistics.ucla.edu/29/call.html;2;11;2018
Society, Identity, and Transformation in Language Teacher Education: Eleventh International Conference on Language Teacher Education;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353296;Minneapolis, MN;30;4;2019;1;5;2019;Applied Linguistics, Language Acquisition;http://carla.umn.edu/conferences/LTE2019/;18;0;2019
Symposium on Analyzing Ideologies, Attitudes, and Power in Language Contact Setting;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343836;Stockholm;16;4;2019;17;4;2019;Anthropological Linguistics, Applied Linguistics, Discourse Analysis, Language Acquisition, Sociolinguistics;http://www.su.se/romklass/ideologies2019;16;11;2018
The English Linguistic Society of Japan 12th International Spring Forum 2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345476;Shibuya-ku, Tokyo;11;4;2019;12;4;2019;General Linguistics;http://elsj.jp/about-the-elsj-spring-forum/elsj-spring-forum-calls-guidelines-visa-information/;5;11;2018
The Semantics of African, Asian, and Austronesian Languages 6;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349077;Cambridge, Massachusetts;31;4;2019;2;5;2019;Semantics;https://triplea6.mit.edu/;29;0;2019
The Syntagmatic Properties of Complementation Patterns: Accommodating Lexical and Grammatical uses of CTP-clauses;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354436;LiØùge;9;4;2019;10;4;2019;General Linguistics, Historical Linguistics, Semantics, Syntax, Typology;None;20;11;2018
Translation as Political Act/ La traduction comme acte politique/ La traduzione come atto politico;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344816;Perugia;9;4;2019;10;4;2019;Translation;http://home.translationaspoliticalact.net;15;10;2018
VI Congresso Internazionale della SocietØä di Didattica delle Lingue e Linguistica Educativa;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351396;Valletta;23;4;2019;24;4;2019;Applied Linguistics;https://www.um.edu.mt/events/dille2019;26;10;2018
XI International Conference on Corpus Linguistics;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=341996;Valencia;15;4;2019;17;4;2019;Discourse Analysis, Text/Corpus Linguistics;https://congresos.adeituv.es/cilc2019;10;11;2018
10th Discourse, Communication and the Enterprise Conference;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=331896;Leuven;3;5;2019;5;5;2019;Applied Linguistics, Discourse Analysis, Pragmatics, Sociolinguistics, Text/Corpus Linguistics;https://www.arts.kuleuven.be/ling/dicoen2019;15;10;2018
10th International Conference on Historical Lexicography and Lexicology;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349037;Leeuwarden-Ljouwert;12;5;2019;14;5;2019;Historical Linguistics, Lexicography;https://www.fryske-akademy.nl/ichll10/;15;0;2019
11th Austronesian and Papuan Languages and Linguistics conference;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344556;Leiden;13;5;2019;15;5;2019;General Linguistics;https://www.universiteitleiden.nl/en/events/2019/06/11th-international-austronesian-and-papuan-languages-and-linguistics-conference;16;10;2018
11th Linguistic Landscape Workshop;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343916;Bangkok;4;5;2019;6;5;2019;Sociolinguistics;http://www.arts.chula.ac.th/ling/llfest/;1;11;2018
12th Mediterranean Morphology Meeting;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=331256;Ljubljana;27;5;2019;30;5;2019;Morphology;http://www.lilec.it/mmm/;15;0;2019
13th International Conference of the Asian Association for Lexicography;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351756;Istanbul;19;5;2019;21;5;2019;Lexicography;http://asialex2019.istanbul.edu.tr/en/_;15;2;2019
15 konferensen om lexikografi i Norden;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355576;Helsinki;4;5;2019;7;5;2019;Lexicography;https://www.helsinki.fi/sv/konferenser/15-konferensen-om-lexikografi-i-norden;31;11;2018
16th International Pragmatics Conference;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=322396;Hong Kong;9;5;2019;14;5;2019;Pragmatics;http://pragmatics.international/page/HongKong;15;9;2018
16th Workshop on Syntax, Semantics and Phonology;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354296;Madrid (EspaØ±a);17;5;2019;18;5;2019;Clinical Linguistics, Computational Linguistics, Phonetics, Semantics, Syntax;https://eventos.ucm.es/27328/section/15791/16th-workshop-on-syntax-semantics-and-phonology.html;9;1;2019
17th Asia TEFL International Conference and the 6th FLLT International Conference;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353136;Bangkok;27;5;2019;29;5;2019;Applied Linguistics, Discourse Analysis, General Linguistics, Language Acquisition, Sociolinguistics;None;None;None;None
17th International Conference on Communication, Medicine and Ethics;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345936;Adelaide;26;5;2019;28;5;2019;Applied Linguistics, Discourse Analysis;http://www.2019cometconference.com.au;20;11;2018
19th ACBLPE Annual Conference;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356676;Lisbon;17;5;2019;19;5;2019;General Linguistics, Language Acquisition, Language Documentation, Sociolinguistics, Text/Corpus Linguistics;https://sites.google.com/campus.ul.pt/acblpespcl2019/;7;0;2019
19th Annual Conference of the Japan Second Language Association;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353176;Tokyo;1;5;2019;2;5;2019;Language Acquisition;http://www.j-sla.org/en/;28;1;2019
2019 Annual Conference of the North American Chapter of the Association for Computational Linguistics;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=342256;Minneapolis;2;5;2019;7;5;2019;Computational Linguistics;http://naacl2019.org/;3;11;2018
2019 Communication, Medicine, and Ethics Conference;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349376;Adelaide, South Australia;26;5;2019;28;5;2019;Applied Linguistics, Clinical Linguistics;http://2019cometconference.com.au;20;11;2018
23rd DiscourseNet Conference: Discourse, Power and Mind: Between Reason and Emotion;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=338436;Bergamo;6;5;2019;8;5;2019;Discourse Analysis;http://www.dn23.discourseanalysis.net/;15;9;2018
24th International Association for World Englishe;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347616;Limerick;20;5;2019;22;5;2019;Sociolinguistics;https://iawe2019.wordpress.com/;21;11;2018
25th Himalayan Languages Symposium;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353556;Sydney;28;5;2019;29;5;2019;General Linguistics, Historical Linguistics, Language Documentation, Sociolinguistics, Typology;https://sites.google.com/view/icstll52hls25/home;5;3;2019
2nd International Conference on Historical Medical Discourse;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343756;Helsinki;10;5;2019;12;5;2019;Discourse Analysis, Historical Linguistics, Pragmatics, Semantics, Text/Corpus Linguistics;https://blogs.helsinki.fi/chimed-2/;10;0;2019
32nd Annual Conference of the Canadian Association for Translation Studies;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350316;Vancouver, BC;2;5;2019;4;5;2019;Translation;http://act-cats.ca;30;10;2018
